Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Ruby (BSF Red Globe)|John Brozdowski, private breeder, Pine Island, New York.|Asgrow Seed Co.|heavy yielder of large, dark red bulbs.|Southport Red Globe.|medium and long day onion areas. Asgrow's 'Your Crops-What's New for 65,' Fall 1964.||
Rumba (SXO 1462)|R. Watson.|Sunseeds.||Alabaster.|intermediate day. 1996.|Pink root.|F1 hybrid.
Russet|Stokes. 1988.|Stokes. 1988.|||||
S-1 White Grano|New Mexico A and M. College, State College.|New Mexico A and M. College, State College.|earlier and more uniform maturity; broad ovate shape; no red, yellow, or off-colored bulbs.|White Grano.|southwestern United States. 1955.||synthetic cultivar from 10 inbred lines.
Sabroso (SXO 1440)|R. Watson.|Sunseeds.||Valiant.|long day. 1996.|Pink root and Fusarium.|F1 hybrid.
Salad Red|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Samba (SXO 1433)|R. Watson.|Sunseeds.||Tango.|long day. 1996.||F1 hybrid.
San Felipe|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|F1 hybrid, slow bolting, large, top-shaped.|Yellow Grano.|fall and early winter planting in California. Ferry-Morse Seed Company 15 Apr. 1963.||G36 x F-M inbred.
San Joaquin|USDA, Beltsville, Maryland, and the California Agric. Expt. Sta., Davis.||early maturing, nonbolting, high yielding.|Stockton Yellow Globe.|southwestern United States, especially the San Joaquin valley. Southern Seedsman, June 1946.||Stockton S36 and Early Grano.
San Juan|Dakota.|Dakota.|short day, yellow, high yielding.|Gran Prix. 1992.||pink root.|
San Lucas|Dakota.|Dakota.|short day, white, high yielding.|Early White Supreme. 1992.||pink root, bolting.|
San Mateo|Dakota.|Dakota.|short day, red, high yielding.|Red Granex. 1992.||pink root.|
San Paulo|Dakota.|Dakota.|short day, yellow, high yielding.|Gold Rush. 1992.||pink root.|
San Tomas|Dakota.|Dakota.|short day, red, thick flat bulb.|Tropicana. 1992.||pink root.|
Sangria (SSC-8379)|Shamrock.|Shamrock.|main season, intermediate day, red bulb, large globe-shaped, deep red color with good ring distinction.|Tango. 1991.||pink root, bolting.|
Santa Fe (XP 15225)|Omar Diaz.|Seminis-Asgrow.|full season, dark skin, bolt tolerant, globe shaped, high percentage single centers.|Vaquero.|Pacific northwest, south-central California, Colorado. 2002.|fusarium basal rot, pink root.|F1 hybrid.
Sassy Brassy (232003)|Ferry-Morse Seed Co.|Similar: Spartan Banner.|late-season storage type, dark bronze; tight skins.|Resistance: tolerance to fusarium.|Michigan, Wisconsin, and New York and Ontario, Canada. 1985.|pink root.|FM inbreds.
Saticoy Hybrid (OB Number)|Petoseed Company, Saticoy, California.|Petoseed Company, Saticoy, California.|F1 hybrid, 5 to 7 days earlier than Early Harvest.||Texas, mountain areas of Colorado, and central California. The Peto Story, Petoseed Company, 1961.||
Savannah Sweet (PS5783)|A.Burkett.|Petoseed.|hybrid, early short day, uniform, thick flat shape, small necks, golden yellow bulbs with excellent retention. 1989.||||
Seahawk (EX 15232)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|Spanish, storage type; dark skinned; sizes well; will store up to 7 months; 110 day maturity.|Valiant.|NAFTA, Pacific northwest U.S. 2003.|intermediate to Fusarium basal rot and pink root.|F1 hybrid.
Seco (XP 643)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, high solids Southport White Globe type hybrid primarily for dehydration.||long-day areas. 1968.|tolerance to pink root.|closed pedigree Asgrow and USDA inbreds.
Seneca|Golden Valley.|Golden Valley.|yellow storage hybrid.|||some to pink root, fusarium. 1991.|
Sentinal (5551)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, long storage, dark scales.|Downing Yellow Globe.|wide. 1974.|fusarium.|
Serrana (XP8403)|R.Jones.|Asgrow.|tropical yellow bulb type, early maturity, good storage potential.|Baia Periforme. 1993.|||
Sevillana (129013)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|mid season long day type with high plant vigor; gives larger sizes under low plant density and mid sizes (very uniform) under high plant density; skin is good dark color; storability good.|Daytona.|South America. 2003.||F1 hybrid.
Seville (AX-1849)|Aristogenes.|Aristogenes.|outstanding vigor, high yielding ability, highly single centered, excellent uniformity, good storage quality.|Sweet Amber. 1991.||pink root.|
Shamrock|Northrup King and Comp., Minneapolis, MN.|Northrup King and Comp., Minneapolis, MN.|selected for shipping. Northrup King Desc. List, GS 53-2. 1959.||||Selection from Southport White Globe.
Shasta (PSX73089)|R.Engle.|Petoseed.|single centers, vigorous tops.|Oro Grande. 1993.|||
Showtime (PSX63788)|R.Engle.|Petoseed.|yellow Spanish hybrid, extra large jumbo bulbs, globe shaped, mild flavor, excellent storage, midseason maturity range.|Summit. 1993.|||
Sierra (XP70)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, medium season maturity, better ability for storage than most Sweet Spanish types.|Yellow Sweet Spanish.|wide. 1976.||
Sierra Blanca (PS 25294)|Seminis-Petoseed.|Seminis-Petoseed.||Aspen.|Texas, Colorado, Mexico.|Pink root.|F1 hybrid.
Silverstone (SXO 1457)|Rick Watson.|Sunseeds.|long day, northern type, hybrid, white globe shape, bright white outer scales, firm and pungent flesh, excellent storage abilities.|Blanco Duro.|Italy; long day onion market. 2000.|pink root.|F1 hybrid.
Simcoe (DEXP 764)|Dessert Seed Co.|Dessert Seed Co.|bronze, deep globe, long storage, high yield.|Downing Yellow Globe.|northern mucks. 1974.||hybrid, B2264A x Dessert Pollinator.
Sin Simeon|Dakota.|Dakota.|white, short day, high yielding.|Early White Supreme. 1992.||pink root, bolting.|
Sioux|Ferry-Morse Seed Company, Mountain View, California.||F1 hybrid, a full Spanish hybrid that stores well; bulbs large, globular, with dark brown scales.|Sweet Spanish.|long photoperiod areas. Ferry-Morse Seed Company, 2 July 1963.||
Sleeping Beauty (225W2)|K.McLellan.|Ferry-Morse.|main season, excellent yields, long storage.|Sentinel. 1985.|||
Snow White|USDA and Utah Agric. Expt. Sta., Logan.||F1 hybrid, plant large, semi-glossy foliage; bulbs medium size, white globe shape, firm, pungent, medium maturity, long storage.|White Sweet Spanish. Onion Hybrid Snow White USDA release 28 February. 1957.|||CW15-8-4-1A x WSS 89-1-4 Cochise White inbred x White Sweet Spanish inbred.
Snowbaby|Johnny's.|Johnny's.|||||
Solid Gold (AX-1468)|E.Wheeler.|Aristogenes.|consistent heavy yielder of attractive, high quality, very long storing bulbs.|Paragon. 1992.||pink root.|
Span-Gran|Bill Wahlert Seeds, Oregon.|Bill Wahlert Seeds, Oregon.|hybrid, 2 to 4' in diameter, light straw-colored scales, predominately single centered, medium to long storage, Yellow Sweet Spanish type.|Yellow Sweet Spanish.|Idaho, eastern Oregon, northern California, and Iowa. 1972.|pink-root.|
Spanish Main|K.McLellan, P.Olesen and Associates, Parma, Idaho.|Ferry-Morse.|long day Spanish hybrid.|El Capitan.|areas where Yellow Sweet Spanish is grown. 1969.|tolerance to pink root.|closed.
Spartan|USDA, Iowa Agric. Expt. Sta., Ames, and Michigan Agric. Expt. Sta., East Lansing.||F1 hybrid, medium plant size, nonglossy foliage; bulb medium size, brown scales, high globe, pungent, long storage.|Downing Yellow Globe.|where Brigham Yellow Globe is grown. Onion Hybrid Spartan, USDA release, 14 Mar. 1957.||IA 467-8A x B2215C Melzers Yellow Globe x Brigham Yellow Globe.
Spartan Banner|Michigan State University, E. Lansing.||F1 hybrid, long-day, storage, late, high yield.|Spartan Gem.|northern muck areas of the United States. Mimeo Announcement, Dec. 15, 1965.||MSU 2399A x MSU 611C.
Spartan Banner 80|USDA, Michigan State Expt. Stn.||||||(MSU 611-1A x MSU 611B) x MSU 2399B. 1979.
Spartan Bounty|Michigan State University, East Lansing.||F1 hybrid, long-day, storage type. Firm, long keeping, high yield, uniform maturity.|Downing Yellow Globe.|northern long-day onion areas. Release announcement, Michigan State University, Nov. 14, 1966.||MSU 1411A x MSU 611C.
Spartan Era|Michigan State University, East Lansing.||F1 hybrid, late and long storing; bulb very hard, pungent, uniform, high globe.|Brigham Yellow Globe.|northern muck land. C.E. Peterson 27 May 1963.||IA 736A x MSU 611C.
Spartan Gem|Michigan Sate University, East Lansing.||F1 hybrid, late and long storing; bulb very hard, pungent, uniform high globe.|Brigham Yellow Globe.|northern muck land. C.E. Peterson 27 May 1953.|some tolerance to pink root.|MSU728A x MSU611C.
Spartan Sleeper|USDA, Michigan State Expt. Stn.||||||(MSU 2935A x MSU 1459B) x MSU 4535B. 1974.
Special 38|ARCO Seed Company.|ARCO Seed Company.|F1 hybrid.|Henrys Special.|short-day onion regions. 1983.|pink root.|
Spectrum (SXO 1461)|R. Watson.|Sunseeds.||Marvel.|long day. 1997.||F1 hybrid.
Spinnaker (XP 15043)|Seminis-Asgrow.|Seminis-Asgrow.||Valiant.|northwest U.S. and Italy.|Pink root and Fusarium.|F1 hybrid.
Spirit|Bejo.|Bejo.|hybrid, dark brown bulb, long storability. 1989.||||
Squire (HMX0627)|M.Mason.|Harris Moran.|large colossal bulbs, globe shaped.|||tolerance to pink root.|
Stallion (HMX2327)|Harris Moran.|Harris Moran.|short day onion, yellow in color, medium in maturity, globe shaped bulbs, large bulb size, excellent uniformity. 1992.||||
Stealth (MR7500)|Rispens.|Rispens.|108 day onion, long day, good storage.|Legacy. 1992.||pink root, fusarium.|
Sterling (PSX92088)|R.Engle.|Petoseed.|long day type, white sweet Spanish type, globe shaped jumbo. 1991.||||
Stetson (HMX2324)|Harris Moran.|Harris Moran.|short day onion, white in color, early-medium maturity, slightly flattened bulb shape, jumbo bulb size.|||pink root, good tolerance to bolting. 1992.|
Stockade (XP 77012)|Seminis-Asgrow.|Seminis-Asgrow.|mid-late storage onion, 115 days maturity.|Duration.|New York, Michigan, Wisconsin. 2000.||F1 hybrid.
Stockton G-36|California State Expt. Stn.|||Stockton Yellow Globe.|||
Stratus (XP 6800)|Omar Diaz.|Seminis-Asgrow.|main season, white single centered, globe shaped, bolt resistant.|Diamente.|Mexico, Texas, Central America. 2001.||F1 hybrid.
Sugar Belle (SSC 6371)|Shamrock Seed Co.|Shamrock Seed Co.||Granex 33.|all short onion growing regions. 1999.|Bolting.|F1 hybrid.
Summit (PSX64289)|R.Engle.|Petoseed.|long day type, midseason globe shaped jumbo. 1991.||||
Sun Sweet (Sunex1504)|I.Miller.|Sunseeds.|short day, attractive yellow scales, mild in flavor highly single centered.|||high tolerance to pink root. 1995.|
Sunburst (W4A x W101B)|University of Wisconsin, Madison.||F1 hybrid, heavily scaled; good yielder; minimum shrinkage in storage.||midwestern. Memo to Onion Seed Producers, 1 May 1964.|tipburn.|W4A x W101B.
Sunglow (Crk N81)|Crookham Co.|Crookham Co.|F1 hybrid, uniform midseason globe with excellent storage quality and above-average yield.|Downing and Brigham Yellow Globe.|areas where Downing and Brigham Yellow Globe are grown. 1978.||
Suntan|Bejo. 1989.|Bejo. 1989.|||||
Sunup (Sunex1502)|I.Miller.|Sunseeds.|yellow scales.|||tolerance to pink root. 1995.|
Super Apollo (ACX 801615)|Abbott & Cobb.|Abbott & Cobb.|early maturing, uniform size and shape, good storage quality.|Early Yellow Globe, Apollo. 1982.|||
Super Chief (XP 77031)|Omar Diaz.|Seminis-Asgrow.|full season true Spanish onion, 120 days, stores well, single centers, globe shaped, excellent dark skin.|Vision.|Pacific northwest, California, Colorado. 2001.||F1 hybrid.
Super Set|Abbott & Cobb.|Abbott & Cobb.|sets hold longer in storage than cultivars presently used.|Ebenezer. 1982.|||
Super Spice 2|Stokes. 1988.|Stokes. 1988.|||||
Super Staf (25294)|Seminis-Petoseed.|Seminis-Petoseed.||Aspen, Alabaster.||Pink root.|F1 hybrid.
Super Sweet|Dakota.|Dakota.|thick, flat yellow, very mild.|Sweet Vidalia. 1993.||pink root.|
Super Sweet Red|Dakota.|Dakota.|hybrid, red, short day.|||pink root. 1994.|
Superbronze|L.P. Gunson Company, Rochester, New York.|L.P. Gunson Company, Rochester, New York.|long keeping, multi-skinned, high yielding.||northern tier of the United states and Canada. 1953.||Downings x Southern Red Globe.
Superior|Abbott & Cobb.|Abbott & Cobb.|medium large, deep globe, long keeping, uniform size and shape.|Downing Yellow Globe. 1982.|||
Surecrop (D5537)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, high yield.|Spartan Banner.|northeastern and midwestern United States. 1980.||
Surprise|USDA, Idaho Agric. Expt. Sta., Moscow and Iowa Agric. Expt. Sta., Ames.||F1 hybrid, large plant size, nonglossy foliage, late maturity, good storage; bulbs medium sized, good yellow color, high globe, pungent firm.|Brigham Yellow Globe.|where Brigham Yellow Globe is grown. Release of Onion Hybrid Surprise USDA release. 1 Dec. 1953.||B2207A x B2215C Brigham Yellow Globe inbreds.
Sweet Amber (XPH 77N76)|Crookham Co.|Crookham Co.|F1 hybrid, early mild Spanish hybrid with good single centers and thick, succulent rings; heavy amber scales that adhere well.|Yellow Sweet Spanish.|areas where Yellow Sweet Spanish is grown. 1986.|high tolerance to pink root.|
Sweet and Early|Burpee.|Burpee.|mid day hybrid.||||
Sweet Dixie (RCSX 7702)|R.Kreizenbeck.|Rio Colorado.|deep Granex type. 1989.||||
Sweet Georgia (KFX1100)|K-F Seeds.|K-F Seeds.|F1 hybrid, early mild Granex type, bolt-resistant.|F1 hybrid Granex.|short-day growing areas, especially Georgia. 1984.|pink root.|
Sweet Melissa (SX 15190N)|Felix Serquen.|Sunseeds.|high yielding yellow Granex hybrid, high percentage jumbo sizes, mild flavor.|Yellow Granex.|Granex market areas. 2000.|pink root.|F1 hybrid.
Sweet Perfection (XPH85N39)|N.Molenaar.|Crookham.|consistent high yielding, predominantly single centered, a few days earlier than Sweet Amber, longer storage than Sweet Amber.|Sweet Amber. 1989.||pink root.|
Sweet Ring (ARCO 92-3147Y)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, maturity 7 to 10 days earlier than Early Premium, highly single-centered, medium to jumbo globe-shaped bulbs.|Colossal.|short-day growing areas. 1985.|pink root.|
Sweet Sandwich|USDA, Michigan State University, Cornell University and University of Wisconsin.|USDA, Michigan State University, Cornell University and University of Wisconsin.|good storage quality, low pungency (mild) from storage, long-day type.|Spartan Banner.|organic soils of New York and the midwestern United States. 1983.||F1 hybrid, (MSU5718A x MSU8155B) x MSU826B.
Sweet Spanish Colorado Number 6|Colorado Agric. Expt. Sta., Fort Collins.|various Colorado Seed Companies.|late maturity, dark brown scale color, better storage qualities than most Sweet Spanish, vigorous top growth. High tolerance to Pink Root.||Arkansas Valley of long growing seasons. (Idaho number 6 is an early selection out of Colo. no.6). College Agric. Expt. Sta. Rpts. 1937.||selection out of Burrells Riverside Strain of Sweet Spanish.
Sweet Success (Sunex1514)|I.Miller.|Sunseeds.|early maturity, low bolting, large high-quality bulbs.|Yellow Granex. 1994.||pink root.|
Sweet Sunrise|Champion.|Champion.|sweet, short day, yellow hybrid, high percentage single centers, excellent yields.|||fine tolerance to pink root, good tolerance to bolting. 1995.|
Sweet Vidalia (KFX-1133)|K-F Seeds.|K-F Seeds.|F1 hybrid, bolt-resistant, high percent single centers; unusual mildness when grown in Vidalia, GA, area.|F1 Granex.|short-day growing areas, especially Georgia. 1985.|pink root.|
Sweet Winter (OWY-1909)|Dessert Seed Co.|Dessert Seed Co.|open pollinated, larger overwinter onion, flattened globe, mild flavor, matures mid-June.|Walla Walla Sweet.|wide. 1980.|freezing.|
Sweetex (ARCO 532Y)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, large, early Granex-type bulbs.||short-day onion areas. 1987.|pink root.|
Sweetex (FMX 225)|N.Dragoescu.|Ferry-Morse.|outstanding hybrid for high percentage of jumbo sizes, Grano shape, 10-14 days earlier and stores better than 1015Y.|1015Y. 1988.||pink root.|
Sweetheart (219W2)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|Spanish type that can be spaced for jumbo sizes and will store slightly longer than most Spanish hybrids; highly single-centered.|Cima.|Michigan and New York. 1985.||F1 hybrid, FM inbreds.
Tamarack 2|Stokes. 1988.|Stokes. 1988.|||||
Tampico|ARCO/Dessert.|ARCO/Dessert.||||pink root. 1982.|
Tango (Expt 110-4)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, dark red color extends to center of bulb when well-cured; bulbs uniform and globe-shaped with small necks and excellent storage qualities.|Carmen.|northern onion-growing areas. 1985.||
Tarmagon|Stokes.|Stokes.|long day by short day hybrid for long day production. 1988.||||
Taurus (XP45)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large bulb for long storage.|Spartan Banner, Spartan Gem, and Sunburst.|long-season areas of midwestern and northeastern United States and Europe. 1975.|fusarium rot.|
Terlingua (XP 6786)|Seminis-Asgrow.|Seminis-Asgrow.||Linda Vista.|Texas, Mexico, California.|Pink root.|F1 hybrid.
Tesoro (Sunex1473)|R.Watson.|Sunseeds.|yellow sweet Spanish, large bulb size, good storage quality.|Valiant. 1994.||pink root, fusarium.|
Teton (PSX60487)|R.Engle.|Petoseed.|long storage, dark scales, hard bulbs, export type.|Bull Ring. 1994.|||
Texas Early Grano|Texas Agric. Expt. Sta., College Station.|Texas Agric. Expt. Sta., College Station.|top shaped globe; early, uniform under south Texas conditions.||south Texas. Texas Agric. Expt. Sta. Prog. Rpt. (Mimeo). June 1944.||selection from Early Grano.
Texas Grano 438|L.Pike, Texas A and M University.||short day, one week later than TG 1105Y, slightly flattened globe, fairly large neck, excellent root system, excellent shipping quality.|New Mexico Yellow Grano. PVP. 1989.||pink root.|
Texas Grano 1015Y|L.Pike, Texas A and M University.||TEG 951C. 1987.||||
Texas Grano 1025Y|L.Pike, Texas A and M University.||||||Texas Early Grano 502 x Ben Shemen. 1987.
Texas Grano 1105Y|L.Pike, Texas A and M University.||||||Texas Early Grano 502 x Ben Shemen. 1987.
Texas Hybrid 23|Texas Agric. Expt. Sta., College Station, and USDA.||F1 hybrid.|Yellow Bermuda. Texas Agric. Expt. Sta. Bul. 854-Onion Varieties in Texas. March 1957.||pink root in Texas.|YB 986A x L365 Yellow Bermuda x Crystal Wax.
Texas Hybrid 28|Texas Agric. Expt. Sta., College Station, and USDA.||F1 hybrid.|Yellow Bermuda. Texas Agric. Expt. Sta. Bul. 854. Onion Cultivars in Texas, March 1957.||pink root in Texas.|YB986A x L 303.
Texspan PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.|Ben Sheman.|intermediate onion areas. PVP certificate number 800159. 1981.|pink root.|
Texstar 80 Yellow PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid.|Yellow Granex.|short-day onion regions. 1980.|pink root.|
Tioga (PS 663395)|Omar Diaz.|Seminis-Petoseed.|early yellow Spanish, 115-120 days to maturity, globe shaped long storage.|Teton.|Pacific northwest, Colorado, Utah, Northern California. 2000.|fusarium basal rot, pink root.|F1 hybrid.
Tip Top (E1216 (4C-X154))|Sakamoto.|Ferry-Morse.|uniform, vigorous Grano hybrid, good size, scales slightly darker than Texas Early Grano but retained much longer.|Texas Early Grano 502 PRR. 1982.||pink root.|
Titania (XPH3371)|S.Hendricks.|Asgrow.|long day type, Granex shape, bulbs generally large with good scale color and retention, storability is very good.|Dorata di Parma (Italy). 1990.||pink root, fusarium.|
Toltec|Dakota.|Dakota.|late maturing, high yielding, yellow sweet Spanish.|Vega. 1990.||pink root.|
Top Keeper|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Topaz (XP 194)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, main season with good scales, keeping qualities and market appearance.|Elite.|long-day, northern onion areas. Asgrow's 'Your Crops-What's New for 67,' Fall 1966.||closed combination of USDA male-sterile and pollinator lines.
Topnotch (90H4)|N.Molenaar.|Crookham.|very hard globe to tall globe, long term storage onion, 110 day maturity from seeding.|Spartan Banner 80. 1994.||pink root, fusarium.|
Topper (Briggs #1)|Shamrock.|Shamrock.|early maturing, open pollinated, short day onion, very good size bolt.|BR#1. PVP. 1989.|Rio Grande, New Mexico, California.|pink root.|
Torero (SXO 1436)|R. Watson.|Sunseeds.||Vaquero.|Sweet Spanish growing regions. 1998.|Pink root and Fusarium.|F1 hybrid.
Torque (9OH29)|N.Molenaar.|Crookham.|hard storage onion for eastern U.S. mud soils, 102 day maturity from seeding, very hard round globe.|Autumn Keeper. 1994.||pink root, fusarium.|
Tough Ball|Takii.|Takii.|overwintering yellow storage type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Tradewind (XPH 15042)|Seminis-Asgrow.|Seminis-Asgrow.||Teton.|northwest U.S., Utah, Colorado.|Pink root and Fusarium.|F1 hybrid.
Treasure|USDA, Cornell University, Ithaca, and Idaho Agric. Expt. Sta., Moscow.||plant size large, nonglossy foliage; bulbs medium size, yellow sloping shoulders, deep globe, firm; late maturity, long storage.|Yellow Sweet Spanish.|northern United States. Notice of Release of F1 hybrid Treasure, USDA release 1 Sept. 1960.||B2267A x B12115C Brigham Yellow Globe x Yellow Sweet Spanish.
Tribute (XPH3958)|S.Hendricks.|Asgrow.|storage type of onion with round globe shape, good skin quality, trim neck.|Brown Beauty. 1993.||pink root.|
Trooper (MR7550)|Rispens.|Rispens.|110 day maturity, high yield.|Duration. 1992.||pink root, fusarium.|
Tropex (XP 181)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated.|Grano 502.|short-day areas. 1974.||Excel and Texas Grano 502.
Tropicana Red PRR|ARCO Seed Company.|ARCO Seed Company.|F1 hybrid.||short-day onion areas. 1964.|pink root.|
Tule|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|F1 hybrid, bulb yellow, large, shallow globe, flesh white; slower bolting than Sweet Spanish.|Sweet Spanish Utah.|late fall and early winter planting in California. Ferry-Morse Seed Company, 15 Apr. 1963.||G36 x Sweet Spanish type.
Twister (PS 492)|Seminis-Petoseed.|Seminis-Petoseed.||Granex.|Arizona, California.||F1 hybrid.
Ultra (FMX253)|N.Dragoescu.|Ferry-Morse.|short day yellow-copper scale color, 10-12 days earlier than Sweetex.|Sweetex. 1991.||pink root.|
Uniglobe 100|R. Maxwell.|Seminis-Petoseed.|||Long-day. 1997.||F1 hybrid.
Uniglobe 108|R. Maxwell.|Seminis-Petoseed.|||Long-day. 1996.||F1 hybrid.
Uniglobe 118|R. Maxwell.|Seminis-Petoseed.|||northwest U.S. 1996.||F1 hybrid.
Uno Grande PRR (Ringer PRR)|Moran.|Moran.|deeper bulb shape than Ringer, a Texas early Grano 520 type, thinner neck diameter, 5 days earlier maturity than TEG502, short day.|Ringer. 1983.||pink root.|
Utopia (XPH6025)|R.Jones.|Asgrow.|intermediate, yellow skin, early globe shaped bulb, for immediate shipment, limited storage, early summer harvest.|Cimarron. 1992.|||
Valdez (DEXP 659-3)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, yellow sweet Spanish, high yields, long storage life.|Victory.|Sweet Spanish onion growing areas. 1978.|Pink root.|
Valiant (DEXP 592P)|ARCO/Dessert.|ARCO/Dessert.|midseason Spanish type, very firm with good mechanical handling quality, long storage potential.|Fiesta. 1984.|||
Vantage (PS 67691)|Seminis-Petoseed.|Seminis-Petoseed.||Candy, Teton.|northwest U.S., California, Colorado, Utah.|Pink root.|F1 hybrid.
Vaquero (Sunex 1487)|R.Watson.|Sunseeds.|main season yellow Spanish type capable of high yields of large bulbs with a high frequency of single centers.|Bravado. 1992.||pink root, fusarium basal rot.|
Vega (XPH 419)|Asgrow Seed Company.|Asgrow Seed Company.|F1 hybrid with large bulbs and good storability for this class.|Spanish types. 1981.||possible field tolerance to pink root.|
Viceroy (XPH3466)|S.Hendricks.|Asgrow.|main season Spanish type for limited storage, very uniform size and shape, medium scale color.|Maya. 1993.||pink root.|
Viper (XPH3803)|S.Hendricks.|Asgrow.|true Spanish long day hybrid type, improved bolting tolerance relative to Vega, bulbs with good color and scale retention, storage is limited.|Vega. 1994.||pink root, fusarium.|
Vision (PS754)|R.Engle.|Petoseed.|hybrid yellow Spanish type, late maturity, excellent storage, jumbo and colossals, single centers.|||pink root. 1995.|
Vista (PSX62588)|R.Engle.|Petoseed.|long day onion, globe shaped jumbo size, excellent storage. 1991.||||
Voyager (HMX2613)|Harris Moran.|Harris Moran.|large blocky bulbs with long term storage.|Spartan Banner. 1991.||tolerance to pink root.|
Waikato (XP 6808)|David Dean.|Seminis-Asgrow.|yellow hard storage, golden brown scales, globe shaped, can be stored 4-6 months.|Creamgold.|New Zealand, Australia, South Africa, Colorado. 2000.|fusarium basal rot.|open pollinated.
Warhawk|Dakota.|Dakota.|yellow intermediate type.|Buffalo. 1993.||tolerance to pink root.|
White Alamo Hybrid|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|F1 hybrid, matures about 7 to 10 days earlier than White Granex; good prepackage onion; bulb high, flat, mild; stores well.|White Granex.|same region as White Granex. Dessert Catalog, 1962.|Southern Texas strain of pink root.|
White Creoso PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.||intermediate onion areas. 1968.|pink root.|
White Delite (Crk XPN 135)|Crookham Co.|Crookham Co.|a While Spanish type that stores longer, uniform, medium high globe shape with snow white interior and exterior bulb color.|White Sweet Spanish. 1980.||tolerance to some strains of pink root.|F1 hybrid, (CW 15-8 x WSS34-89) x Crk 139C.
White Express|ARCO Seed Company.|ARCO Seed Company.|F1 hybrid.||short-day onion areas. 1982.|pink root.|
White Granex|USDA and Texas Agric. Expt. Sta., College Station.||F1 hybrid, medium plant size, semi-glossy foliage; bulbs large, white, high flat, taper to base, mild, soft.|Granex.|southern United States. White Granex, A New F1 Onion Hybrid for the South, USDA release, 29 June 1956.||L 303A x B 1410C. Eclipse x TEG.
White Granite|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|F1 hybrid, higher solids than most cultivars; tall globe shape reduces trimming losses for dehydration.|Asgrow W45.|same as Southport White Globe. Asgrow Commercial Growers Guide. 1963.||
White Ivory|Harris Moran.|Harris Moran.|globe shape, medium-large size, excellent storage. 1992.||||
White Keeper (Crk XPH 136)|Crookham Co.|Crookham Co.|modified White Spanish type that stores as well as Southport White Globe, bulbs firm; early maturity.|White Sweet Spanish.|areas where WSS are grown. 1980.|tolerance to various strains of pink root.|F1 hybrid, (CW 15-8 x Crk GF3) x Crk 139C.
White Knight (XP 646)|Asgrow Seed Co.|Asgrow Seed Co.|long-shanked onion with slender, very deep bulb for bunching.||wide. 1968.||
White Lightning|Dakota.|Dakota.|overwintering white type.|||tolerance to pink root, bolting. 1993.|
White Majesty PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid.||short-day onion areas. 1964.|pink root.|
White Persian|USDA.|USDA.|selected from PI 86279 from Persia.||||
White Spear Bunching (4C-112)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, early, distinctly upright habit with blue-green tubular foliage, very long shanks, non-bulbing.|Evergreen Bunching-Nebuka. 1979.||Pink root.|
White Sweet Spanish 959|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|10 days earlier than regular White Sweet Spanish; small trim neck of Idaho strain and size of the Utah strain.|White Sweet Spanish.|same as White Spanish types. Asgrow, Your Crops, Fall 1961.||
White Tampico PRR|ARCO Seed Company.|ARCO Seed Company.|F1 hybrid.||short-day onion areas. 1982.|pink root.|
Windfall (XPH3802)|S.Hendricks.|Asgrow.|full storage type onion with tall globe shape, good skin characteristics, excellent storability.|Crusader. 1994.||pink root, fusarium.|
Winter Over|Herman Schlomann, Oradell, N.J.|Joseph Harris Company, Rochester, New York.|high quality bunching onion, slow to produce seeders, good winter hardiness.|||winter kill. 1957.|local strain bunching onion selected for winter hardiness and nonbolting.
