Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
NuMex Pi귖趣켥ta|E. Votava and P.W. Bosland.|Renee's Garden Seeds.|open pollinated jalapev켹, unique fruit color transition from a light green in the immature fruit to yellow to orange and finally to red mature stages, compact, prolific, lutescent foliage.|Early Jalapeno.|all jalapev켹 growing regions. HortScience 33:350. 1998.|tobacco mosaic virus race.|spontaneous mutant from 'Early Jalapeno'.
NuMex Primavera|P.W. Bosland and E. Votava.|New Mexico Crop Improvement Assoc.|open pollinated jalapev켹, one-tenth the pungency of standard jalapenos, 54 x 25 mm, green to red, plant 163 mm tall.|Early Jalapeno.|southern New Mexico production area. HortScience 33:1085-1086. 1998.|tobacco mosaic virus race.|Early Jalapeno, TAM Mild Jalapeno, and Criollo de Morelos 334.
NuMex R Naky|R.M.Nakayama and F.B.Matta.|New Mexico Crop Improvement Assoc.|Open-pollinated New Mexican type, yields better and has better red color than New Mexico 6-4. Pungency is very mild (700 Scoville heat units).|New Mexico 6-4.|Southwestern U.S. HortScience 20:961-962. 1985.||Rio Grande, Bulgarian Paprika, New Mexico 6-4, northern New Mexico native-type.
NuMex Sunburst|P.W.Bosland.|Bailey Seeds.|Open-pollinated, de Arbol pod type, ornamental use, pendulate fruit, green immature fruit ripening to orange, 71 x 13 mm fruit size.|NuMex Sunflare and NuMex Sunglo.|general. HortScience 27:1341-1342. 1991.||USDA PI 357573.
NuMex Sunflare|P.W.Bosland.|Bailey Seeds.|Open-pollinated, de Arbol pod type, ornamental use, pendulate fruit, green immature fruit ripening to red, 73 x 12 mm fruit size.|NuMex Sunglo and NuMex Sunburst.|general. HortScience 27:1341-1342. 1991.||USDA PI 357573.
NuMex Sunglo|P.W.Bosland.|Bailey Seeds.|Open-pollinated, de Arbol pod type, ornamental use, pendulate fruit, green immature fruit ripening to yellow, 83 x 14 mm fruit size.|NuMex Sunflare and NuMex Sunburst.|general. HortScience 27:1341-1342. 1991.||USDA PI 357573.
NuMex Sunrise|P.W.Bosland, J.Iglesias, and S.D.Tanksley.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, ornamental use, green immature fruit matures to yellow, similar in pungency and flavor to New Mexico 6-4.|New Mexico 6-4.|general. HortScience 29:1091. 1988.||Permagreen and New Mexico 6-4.
NuMex Sunset|P.W.Bosland, J.Iglesias, and S.D.Tanksley.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, ornamental use, green immature fruit matures to orange, similar in pungency and flavor to New Mexico 6-4.|NuMex Sunrise and NuMex Eclipse.|general. HortScience 29:1091. 1988.||Permagreen and New Mexico 6-4.
NuMex Sweet|P.W.Bosland J.Iglesias and M.M.Gonzalez.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican paprika type, two-locule, round shouldered, pointed tip, smooth fruit, high red color, better yielding than NuMex R Naky.|NuMex R Naky.|Southwestern U.S. HortScience 28:860-861. 1990.||Selection from New Mexico 6-4.
NuMex Twilight|P.W.Bosland, J.Iglesias, and M.M.Gonzalez.|Bailey Seeds.|Open-pollinated, ornamental type, compact plant, white flowers and green foliage, erect fruit are purple, then ripen to yellow, then to orange, and lastly, red.||general. HortScience 29:1092. 1994.|Cucumber Mosaic Virus|New Mexico Capsicum Accession 10488, originally from Jalisco, Mexico.
Oakview Wonder|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|Earlier, shorter plant and slightly shorter and wider fruit shape than California Wonder.|California Wonder.|wide. 1938.|Phytophthora capsici.|California Wonder.
Oberon (PS 7273823)|John Bill.|Seminis-Petoseed.|Green to red blocky bell, large to extra large, thick walls.|Paladin.|Eastern U.S. 2000.|BST, PVY, Tobamo 3 races of bacterial spot.|F1 hybrid.
Olympic (XPH 5013)|Asgrow.|Asgrow.|An early fruiting, yellow bell type, thick walled, high percentage of four-lobed fruit, large-leafed plant protects fruit from scald.|Marengo. 1984.|||
Orange Grande||Stokes Seed Co.|good sized, 4-lobed, 140 mm square fruit, dark green matures to tangerine-orange, 76 days.|Oriole. 1997.||tobacco mosaic virus race.|F1 hybrid.
Ori|Vilmorin.|Vilmorin.|Yellow fruit cultivar suitable for protected cropping out of season in Mediterranean areas, average plant vigor, with short internodes, very good early marketable yield, thick fleshy fruit.|Heldor. 1986.||Tobacco Mosaic Virus, Potato Virus Y.|
Oriole||Stokes Seed Co.|good sized, 4-lobed, 120 mm square fruit, dark green matures to tangerine-orange, 74 days.|||tobacco mosaic virus race. 1997.|F1 hybrid.
Orobelle||Johnny's Selected Seeds.|dark green ripening to gold, bell pepper, medium-large size, thick-walled, 3- to 4-lobed, strong plant, good foliage cover.|||tobacco mosaic virus race, potato virus Y. 1997.|F1 hybrid.
Ortega|Ortega Chile Co.|Johnny's Selected Seeds.|New Mexican type, 70 days, mild pungency, 160 x 50 mm fruit size, green ripening to red, tall plants.|Anaheim TMR 23. 1996.|||open pollinated; selection from Anaheim TMR 23.
Pacemaker|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|Productive and very early.||short season areas. Burgess Seed and Plant Co. Catalog. 1949.||Harris Early Giant.
Pak Bell (Sunre 4503)|S.Tambo.|SunSeeds.|Blocky, thick-walled prolific bell; green to red maturity. Early maturity.|Big Bell and Bell Boy. 1990.||Tobacco Mosaic Virus.|
Paladin|Steve Czaplewski.|Novartis Seeds.|green to red bell pepper; mid-season maturity, dark-green extra-large fruit; high quality, high yielding, sweet bell pepper.|Camelot.||tobacco mosaic virus race, Phytophthora capsici.|F1 hybrid.
Papaloa||Hungnong Seed Co.|jalapev켹 type, dark green ripening to red, thick walls, 65 x 28 mm fruit size, pungent.|||Phytophthora capsici. 1996.|F1 hybrid.
Papaloapan (PS 3545809)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Serrano type; fruit 8 cm long by 2 cm wide; strong plant; long shelf life; continuous fruit setting; 1300 Scoville heat units.|Tampico Fiesta, Tuxtlas.|NAFTA, Mexico. 2004.|Potato virus Y (strain 0).|F1 hybrid.
Paper Dragon||Johnny's Selected Seeds.|Asian hot type, 55 days, thin wall, 175 x 22 mm fruit size, medium-hot pungency, green ripening to red. 1997.||||F1 hybrid.
Paprika Supreme (PSX72285)|Petoseed.|Petoseed.|New Mexican paprika type, 10-14 days earlier than standard paprika cultivars and much better yield. Fruit are 178 mm long, flat, thin-walled, mild and mature to a bright intense red color.|PapriQueen. 1994.||Tobacco Mosaic Virus.|
Park's Early Thickset Hybrid Improved||Park Seed.|early, 45 days, bell pepper, thick-walled, 3- to 4-lobed fruit, 110 x 90 mm, foliage protects against sunscald, turns bright scarlet when mature. 1999.||||
Park's Pot Hybrid||Park Seed Co.|small plants 250 mm tall, medium sized fruit, sweet, early, 45 days. 1997.||||F1 hybrid.
Park's Sweet Banana Whopper Improved Hybrid||Park Seed.|banana type, 65 days to harvest, vigorous plants, huge thick-walled fruit. 1999.||||
Passion||Known-You Seeds.|Asian hot type, vigorous plants, tolerant to hot and cool temperatures, 150 x 25 mm, thick fleshed, very pungent fruit, green ripening to red. 1987.||||F1 hybrid.
Patella (E8611)||Enza Zaden B.V.|blocky, lilac colored ripening to red bell pepper, medium sized plant frame, early.|Tequila. 1995.||tobacco mosaic virus race 0, 1 and 2.|F1 hybrid.
Patio Bell (79-73)|Goldsmith Seeds.|Vaughan Seed Co.|F1 hybrid, small, compact plant; three to four lobed, slightly tapered fruit, medium wall thickness, very early.|Park's Pot Pepper.|wide. 1980.|Tobacco Mosaic Virus.|
Patriot (HMX 0640)|Joseph Jacobs.|Harris Moran.|blocky bell red type; medium early, blocky bell; fruit extra large and dark green.||U.S. east coast, especially Florida. 2002.||F1 hybrid.
Pegaso (E34520)|Enza Zaden.||Lamuyo type, green maturing to yellow.||U.S., Mexico. 1997.||F1 hybrid.
Peninsula (HMX 9646)|Harris Moran Seed Co.|Harris Moran Seed Co.|Intermediate to fall plant, usually 16-20' tall with continuous fruit set. Medium green fruit with thick walls. 2000.||Florida, California Coast, Georgia and Canada.|BLS, XC 1,2,3,5,TMV.|F1 hybrid.
Pennwonder|M.L. Odland.|Pennsylvania Agric. Expt. Sta.|Thick, good quality flesh, high yield, smooth fruit, early maturity, and ease of harvest.|California Wonder.|regionally to the northeastern United States. Seed World 59:26. 1946.|Virus resistance has been reported.|Harris Earliest and California Early Wonder.
Permagreen (NH PG 62)|New Hampshire Agric. Expt. Sta.|Farmer Seed and Nursery Co.|Early fruit, blocky shaped, dark moss green that never turns red even when mature.||Northern United States and Canada. 1965.||No. PB 9-49-134 (Univ. of Calif.), Merrimack Wonder, Burlington.
Peter Piper|P. Prashar.|South Dakota Agric. Expt. Sta.|Earliness. 1963.||||
Petite Yellow Sweet (PSX1007)|Petoseed Co.|Petoseed Co.|Open-pollinated, compact (508 to 610 mm tall) good cover, productive with concentrated set; fruit (102 x 25 mm) light yellow maturing to reddish orange.|Sweet Banana.|wide. 1976.||
Peto Wonder Hybrid TMV|Petoseed Co.|Park Seed Co. and HPS.|elongated bell pepper tapering toward blossom end, 110 x 180 mm, dark green ripening to deep red, 4-lobed, thick-walled, 78 days, plants 685 mm tall.|||tobacco mosaic virus race. 1997.|F1 hybrid.
Pichi Fa-M||Hungnong Seed Co.|strong, tall, well branched plants, high pungency, green ripening to red, 100 x 15 mm fruit size, medium-thick walled fruit.||tropical and subtropical areas. 1996.||F1 hybrid.
Pick-Me-Quick|P. Prashar and M. Eneroldsen.|Gurney Seed and Nursery Co.|Open- pollinated, semi-spreading, upright, concentrated fruit set, three to four lobed, early maturing, green to red.|Early Bell Ringer.|Northern United States. 1984.||Improved squash, California Wonder, Merrimack Wonder, Staddon's Select.
Pimento, Sunnybrook (Sweet Cheese, Burpee's Sunnybrook)|||tomato shaped, 64 x 76 mm, smooth, sweet and very mild, green maturing to red, ripens in 73 days, upright dark green plant, 711 mm plant size. Garden Seed Inventory. 1992.||||
Pimiento Elite (PSX46450)|Petoseed.|Petoseed.|A thick walled pimiento type that matures a week earlier than the open-pollinated, standard pimientos and sets more fruit, fruit measure 76 x 63 mm, heart-shaped.|Pimiento L. 1993.||Tobacco Mosaic Virus.|
Pimiento L|Petoseed Co.|Petoseed Co.|Open-pollinated, large thick wall fruit, vigorous good cover plant.||Pimiento growing areas. Petoseed Catalog. 1968.||
Pimlico (HMX2662)|J.Scott.|Harris Moran.|Bell type, deep, dark green color, large 4 lobe fruit.|Grande Rio 66. 1994.||Tobacco Mosaic Virus, Potato Y Virus, Tobacco Etch Virus.|
Pinocchio|E.M. Meader and A.F. Yeager.|Billy Hepler Seed Co.|Sweet, edible, finger-like fruit borne upright on a dwarf plant, dual purpose, useful and ornamental.||wide. New Hampshire Agric. Expt. Sta. Bulletin No. 440. 1957.||Early Sweet No. 1-48 and Christmas Bell.
Pip (XP 417)|Asgrow Seed Co.|Asgrow Seed Co.|Open-pollinated, more uniform than Keystone Resistant Giant.|Keystone Resistant Giant No. 3.|Southwestern United States. 1976.|Tobacco Mosaic Virus.|Selection from Keystone Resistant Giant No. 3.
Pirati||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to red, fruit 110 x 90 mm, continuous growth of plant, medium early, thick wall.||southern Europe and subtropical areas. 1995.|tobacco mosaic virus race 0, potato virus Y.|F1 hybrid.
Pizza Pepper (OSU 104-1-1-4)|J. Baggett.|Territorial Seed Co.|conic pepper type, 90 mm length, wall thickness 6 mm, fruit mature from green to red, plants 40 cm tall.|Apple and Lipstick, except with thicker walls. 1998.|||open pollinated.
Plato (PS 9914906)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|green to red medium dark green bell type with large to extra large blocky, firm fruit; medium to large robust plant.|Stiletto, Heritage.|Southeast, U.S., NAFTA. 2004.|Potato virus Y, bacterial spot.|F1 hybrid.
Polka||Rijk Zwaan.|compact plants, strong and vigorous, suitable for green harvest, easy fruit setting, very tasty.||outdoor cultivation is best. 1999.|tobacco mosaic virus (TmO).|F1 hybrid.
Prairie Fire|Ron Goebel.|Thompson and Morgan.|small fruit, ornamental, compact plant, excellent flavor, extremely hot peppers. 2000.||||
Predi|Vilmorin.|Vilmorin.|A versatile cultivar with guaranteed earliness and quality, average plant vigor well suited for protected and outdoor cultivation very thick fleshy fruit.|||Tobacco Mosaic Virus. 1986.|
Presidente (P9R item 660)|Clause Semences.|Harris Moran Seed Co.|Lamuyo type, green maturing to red.||Mexico.|tobacco mosaic virus race, potato virus Y and pepper mottle virus.|F1 hybrid.
Pretty in Purple||Harris Seeds and Johnny's Selected Seeds.|ornamental chile, 60 days, leaves are purple or variegated purple and green, small (6 mm) round fruit size, purple ripening to yellow, orange, and finally scarlet, purple flowers, pungent. 1996.||||open pollinated.
Prima Belle (ARCO 3x29)|Sunseeds.|Sunseeds.|Open-pollinated, large, blocky four-lobed, bell-type with thick walls and medium dark-green color turning bright red at full maturity, PVP 8800057.|Emerald Giant.|California and some parts of Florida and Texas. 1987.|Tobacco Mosaic Virus.|
Primadona (FMX 1145)|Ferry-Morse.|Ferry-Morse.|Blocky shaped fruit with walls that average 6 mm, the length of fruit average 139 x 102 mm attractive fruit that have smooth shoulders and mature red, the 1st, 2nd, 3rd, sets all produce quality fruit.|Galaxy, Jupiter, Verdell.||Tobacco Mosaic Virus.|
Prince (P19-Y)|Harris Moran Seed Co.|Harris Moran Seed Co.|Yellow Lamuyo Pepper.|Zarco.|New Mexico, California and Southwest U.S. 1999.||F1 hybrid.
Pro-Bell (ACR no. 3078)|Abbott and Cobb.|Otis Twilley Seed Co.|F1 hybrid, earlier than California Wonder with large blocky fruit.|Early California Wonder.|wide. 1981.|Tobacco Mosaic Virus.|
Puerto Rico Perfection (Morron)|Puerto Rico Agric. Expt. Sta.|Seed Farms Division, Puerto Rico Agric. Expt. Sta.|Prolific.|Pimiento.|regionally to the tropics.|Tobacco Mosaic Virus.|Perfection and Puerto Rico Wonder.
Puerto Rico Wonder|Puerto Rico Agric. Expt. Sta.|Seed Farms Division, Puerto Rico Expt. Sta.|Very prolific, late.|California Wonder.|regionally to the tropics.|Tobacco Mosaic Virus.|Cuaresmeno (Mexican chile) and California Wonder.
Punto||Rijk Zwaan.|vigorous, open growth habit, Dolma type pepper, thin-walled.||performs well in outdoor cultivation. 1999.|tobacco mosaic virus race (Tm0).|F1 hybrid.
Purple Beauty||Park Seed Co.|blocky bell pepper, sturdy, compact plants, medium sized fruit, dark purple ripening to red, 4-lobed, thick-walled. 1997.||||open pollinated.
Purple Belle (P35)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, unique purple color when immature and red at maturity; very early maturing with compact plant size, four-lobed, blocky fruit, 134 x 102 mm.|Violetta.|wide. 1984.|Tobacco Mosaic Virus.|
Purpleflame||DeRuiter Seeds Inc.|blocky, purple maturing to red bell pepper, medium fruit size, open plant habit.|||tobacco mosaic virus race (Tm0), blossom end rot. 1993.|
Pusa Iwala||Daehnfeldt Seed Co.|elongated cone, 100 to 120 mm long fruit size, thin walls, 65 days to maturity, green to red.|||tobacco mosaic virus race. 1994.|
Quadrato D'Oro||Shepherd's Garden Seeds.|bell pepper, green ripening to rich gold, thick-walled, smooth-skinned, 70 days, crisp sweet, good foliage cover.|||tobacco mosaic virus race, potato virus Y, stip. 1997.|F1 hybrid.
Quantanamo||Stokes Seed Co.|cubanelle type pepper, 185 mm long fruit, tapered to blunt tip, medium thick flesh, very sweet, 60 days. 1997.||||F1 hybrid.
Quantico (XP 12279)|John Bill.|Seminis-Petoseed.|Hybrid sweet pepper, green to yellow, deep blocky shape, 7 days earlier than Gold Coast, large extra large fruit, smooth and firm.||worldwide. 2000.|Bacterial Spot 1, 2, 3 and Tobamo Po.|F1 hybrid.
Queen|Enza Zaden.|Territorial Seed Co.|green to orange bell pepper type, large fruit, plant has excellent leaf coverage.|||tobacco mosaic virus race. 1998.|F1 hybrid.
Queen Star||Thompson and Morgan.|bell pepper, vigorous, early, tender flesh, very small central core, green ripens to red, 65 days. 1993.||||F1 hybrid.
Quetzal (PS 456796)|John Bill.|Seminis Vegetable Seeds/Petoseed.|tropical Irazu type, conical shaped sweet pepper.|Tropical Irazu.||potato virus Y, tobacco etch virus, tobacco mosaic virus race.|F1 hybrid.
Rampage (PSX062071)|Petoseed.|Petoseed.|Early maturity (65-70 days). Huge yields of 134 x 88 mm, 3-4 lobed bell peppers that mature from green to red, sturdy upright plants.|Bell Boy. 1993.||Tobacco Mosaic Virus.|
Ranger (XPH5544)|Asgrow.|Asgrow.|A large fruit, 3-4 lobed, green to red type with thick walls, early maturity, erect bush with good foliage cover, long picking potential.|Keystone Resistant Giant No. 3. 1989.|||
Rebelde (PS 11410079)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Ancho type; fruit size 175 x 90 mm; high percentage of two-locule fruit; traditional mulato dark green color turning chocolate in the ripe stage; strong plant; for fresh market and drying when red ripe color is not required.|Caballero.|NAFTA - Mexico. 2004.||F1 hybrid.
Rebell (XPH5693)|Asgrow.|Asgrow.|Mid-season square green to red bell pepper, medium large plant.|Belmont. 1991.||Bacterial leaf spot races 1 and 2.|
Red Beauty||Henry Fields.|green to red bell pepper, fruit 100 mm long, thick-walled. 1999.||||F1 hybrid.
Red Cherry, Large||Carolina Seeds.|strong erect plants, 500 mm tall plants, 50 mm round fruit, green to red at maturity, heavy producer, 78 days, open pollinated. 1999.||||open pollinated.
Red Chilli||Hungnong Seed Co.|Indonesian hot type, vigorous, fruit setting ability in tropical conditions, 125 x 18 mm fruit size, very pungent.|||Phytophthora capsici. 1996.|F1 hybrid.
Red Dawn||Stokes Seed Co.|bell pepper, thick walls, green ripening to red, 3- to 4-lobed, 100 x 90 mm fruit size, 66 days. 1997.||||F1 hybrid.
Red Knight (PS 213896)|John Bill.|Seminis Vegetable Seeds-Petoseed.|large blocky bell, good red quality, early maturity.||southeast and northeast U.S.|bacterial leaf spot races 1, 2 and 3, potato virus Y.|F1 hybrid.
Red Lion (HMX 0651)|Harris Moran.|Harris Moran.|half long Lamuyo type; fruit are 3 to 4 lobed, very uniform size and shape, green to red color.||California. 2003.||F1 hybrid.
Red Savina|F. Garcia.|Shepherd's Garden Seeds.|C. chinense cultivar, wrinkled, Chinese-lantern shaped, green ripening to dark red fruit, very high pungency, pendant fruit, 1050 mm tall plants, 100 days to harvest. PVP 9200255. 1997.||||open pollinated.
Red Start||Stokes Seed Co.|bell pepper, thick walls, dark green ripening to red, sweet, 3- to 4-lobed, 95 mm long fruit, 65 days. 1997.||||F1 hybrid.
Red Sweet||High Altitudes.|early maturing, 60 days, small plants, fruit 102 mm with 2-3 lobes. 2000.||||
Red Top||Hungnong Seed Co.|Asian hot, 8 x 14 mm fruit size, pungent.||wide range of soils. 1996.|anthracnose.|F1 hybrid.
Red Wing||Stokes Seed Co.|3- to 4-lobed, large deep bell shaped pepper, thick-walled, 150 x 140 mm fruit size, 72 days.|||tobacco mosaic virus race, potato virus Y, tobacco etch virus. 1997.|F1 hybrid.
Redgold||Enza Zaden B.V.|blocky, green ripening to red bell pepper, strong growing plant habit, thick walls, very early.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Redlands Sweet Sue|A.M.Hibberd, D.Gillespie, G.C.Nahrung, D.M.Persley.|New World Seeds.|Open-pollinated, non-pungent, smooth skin, fruit shape similar to Sweet Banana, size and color similar to Cubanelle.|||Bacterial leaf spot, one strain of Potato Virus Y. HortScience 23:1095-1096. 1988.|Yolo Y, Hungarian yellow wax.
Reflex||DeRuiter Seeds Inc.|blocky, green ripening to red bell pepper, medium-small fruit size, short jointed plant habit, early, high specific gravity.|||blossom end rot, sunscorch, tobacco mosaic virus race (Tm2). 1993.|
Reinger||Johnny's Selected Seeds.|mid-season dark green to red bell pepper, large elongated fruit, tall plants.|||Phytophthora blight tolerant. 1998.|F1 hybrid.
Renegade (XPH5964)|Asgrow.|Asgrow.|Green to red sweet bell with large fruit, medium tall plant with excellent canopy.|Ranger. 1993.||Bacterial leaf spot races 1 and 2.|
Resistant Giant No. 4|Petoseed Co.|Petoseed Co.|Open-pollinated, four-lobed, deep green to red, thick walled, concentrated fruit set, good cover, upright plant.|Keystone Resistant Giant.|wide. 1976.|Tobacco Mosaic Virus.|
Revolution (HMX 1660)|Harris Moran.|Harris Moran.|sweet pepper; extra large blocky type; early set, cold tolerant.||U.S. 2003.|BLS 1,2,3,5; tolerant to CMV and Phytophtora capsici.|F1 hybrid.
Ring of Fire||Stokes Seed Co.|pencil thin cayenne type pepper, early, very pungent, 100 mm long, 60 days. 1997.||||open pollinated.
Rio De Oro (PS 11410687)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|hot pepper; yellow to red, very large fruit, thick walls, wide shoulders, good color, 10.5 to 11.0 cm long; vigorous plant; good fruit set; early maturity.|Sante Fe Grande, Don Nacho.|NAFTA, Mexico. 2004.||F1 hybrid.
Rio Grande 21|R. Harper.|New Mexico Crop Improvement Assn.|Open-pollinated, New Mexican type, highly uniform, large, smooth pods of medium pungency, 178 x 51 mm fruit size, 2 locules.|New Mexico No. 9.|Southwestern United States. 1967.||New Mexico No. 6 and Anaheim.
Rio Grande Gold|B.Villalon, F.J.Dainello, D.Bender.|Asgrow.|Open-pollinated, sweet yellow wax type, more compact and shorter than Caloro, strong main stem, sturdy branches, 60 x 34 mm fruit size, bright yellow turning to deep orange-red fruit, sets at high temperature (33C).|Caloro.|Texas, New Mexico, California. HortScience 23:1094. 1988.|Tobacco Mosaic Virus, Tobacco Etch Virus, Pepper Mottle Virus, Potato Virus Y.|USDA PI 342947, Avelar, Yolo Y, Caloro.
Rio Verde (HMX3670S)|E.Retes.|Harris Moran.|Long, slim, cylindrical fruit uniform shape and size, high yields.|Tanysiqueno 76. 1995.|||
Riot (OSU S-4)|J.R.Baggett and D.Kean.|Oregon Agric. Exp. Sta.|Ornamental dwarf, compact, upright, conical, early, hot; color mix of ivory, purple, red; earlier, more dwarf than Fiery Festival.|Fiery Festival. HortScience 23:1097. 1988.|||
Robin||Stokes Seed Co.|3- to 4-lobed, deep bell shaped pepper, thick-walled, 120 x 110 mm fruit size, 72 days. 1997.||||F1 hybrid.
Rocket Chilli||Hungnong Seed Co.|Asian hot type, upright fruit, vigorous growth, high pungency, green ripening to red, fruit 65 x 8 mm.||tropical areas. 1996.||F1 hybrid.
Rocky Ford|D.V. Burrell Seed Growers Co.|D.V. Burrell Seed Growers Co.|Thick walled World Beater type, fruit borne high on very large, vigorous plant.|World Beater.|Florida and Colorado. 1939.||World Beater and California Wonder.
Rooster Spur||Johnny's Selected Seeds.|very hot, 125 x 3 mm fruit size, pointed fruit, small, bushy plant, 72 days. 1996.||||open pollinated.
Rosita|Rogers.|Rogers.|Green to red maturity, elongated shape.|Clovis. 1994.||Tobacco Mosaic Virus pathotypes 1,2,3.|
Rutgers World Beater No.13 (New Jersey 13) (World Beater 13)|Rutgers Univ.||Exceptional plant vigor, large fruit, and thick walled fruit of World Beater type.|World Beater.|New Jersey. Hort News. 1941.|Mosaic Virus resistance.|
Sahuaro (PS 47595)|John Bill.|Seminis-Petoseed.|Open field and greenhouse type, vigorous plant, high yielding, good fruit quality, light green color, thick wall, pungent.||North Africa and Israel. 2000.|Tobamo virus.|F1 hybrid.
Salsa Delight Hybrid||W. Atlee Burpee.|narrow cayenne type, tapered 180 mm long fruit, 12 mm wide, fruit ripens from green to red, 73 days. 1997.||||F1 hybrid.
Salva Tierra (PS 11401234)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Pasilla type hot pepper; fruit 25 to 26 cm long by 3 to 4 cm diameter, and 64.45 g weight, good uniformity; strong pant; dark green fruit, turning chocolate color when ripe.|Pasilla Bajio.|NAFTA - Mexico. 2004.||F1 hybrid.
Salvador (PS 456296)|John Bill.|Seminis Vegetable Seeds-Petoseed.|Magli type, elongated, conical fruit, green to red, thick walls.|Magali R.|Brazil.|potato virus Y.|
Salvita||Rijk Zwaan.|Lamuyo type, long jointed vigorous plants, medium to large fruit, grows well under cold conditions, tall plant habit, very uniform fruit, green to red harvesting.|||tobacco mosaic virus race (Tm0), fruit cracking. 1999.|F1 hybrid.
Samanta||DeRuiter Seeds Inc.|blocky, yellow bell pepper, medium fruit size, thick wall, sometimes cracked shoulder.|||tobacco mosaic virus race (Tm2), russeting, blossom end rot. 1993.|
Sammy||Rijk Zwaan.|medium jointed plants, sets fruit in the winter, nicely shaped, uniform, white-colored fruit, 170 mm long.|||tobacco mosaic virus race (Tm 0, 1, 2). 1999.|F1 hybrid.
Sandia|R.Harper.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, early maturing, highly pungent pods; plants are vigorous, prolific, and erect in growth; produces long, medium-wide pods with medium thick walls, pointed shape, rounded shoulders, green fruit maturing to red, 170 x 37 mm fruit size.|New Mexico No. 9.|southwestern United States. 1956.||New Mexico No. 9 and Anaheim.
Sangrati (PS 374594)|John Bill.|Seminis Vegetable Seeds-Petoseed.|half-long bell pepper, sweet, green to red, excellent fruit quality, vigorous plant.|Macabi.|Mexico, South America.|pepper mild mottle virus, tobacco etch virus, tobacco mosaic virus race.|F1 hybrid.
Savanne||DeRuiter Seeds Inc.|blocky, yellow bell pepper, medium fruit size, slightly hairy stem, sometimes cracked shoulder.|||tobacco mosaic virus race (Tm0). 1993.|F1 hybrid.
Savoure|Burpee Seed Co.|Burpee Seed Co.|sweet pepper type.||U.S. 2004.||
Sayula|Petoseed.|Petoseed.|Mitla-type jalapev켹, well-suited for fresh market and for processing.||wide. The Grower, Nov. 1998.|bacterial leaf spot races 1, 2 and 3.|F1 hybrid.
Secret||Johnny's Selected Seeds.|purple ripening to dark red, bell pepper, smooth, blocky, no pungency, high yields, medium-small fruit, 3- to 4-lobed, compact plants, early, 60 days.|||tobacco mosaic virus race. 1997.|F1 hybrid.
Senorita (PSX204490-A)|Petoseed.|Petoseed.|Jalapeno pepper with very mild taste, mild pungency, less than 600 Scoville heat units under most growing conditions.|TAM Mild Jalapeno 1. 1995.||Tobacco Mosaic Virus, Tobacco Etch Virus, Pepper Mottle Virus.|
Sentry|Rogers Seed.|Novartis Seeds.|green to red bell pepper that produces large and extra large fruit, erect and vigorous plant frame, delivers a continuous set of very blocky dark green fruit with firm walls.||ideally suited for fall planting in Florida. The Grower, Nov. 1997.|bacterial leaf spot races 1, 2 and 3.|
Serrano Grande||Hungnong Seed Co.|serrano type, dark green ripening to red, medium thick walls, blunt tip, 75 x 21 mm fruit size, pungent.|||Phytophthora capsici. 1996.|F1 hybrid.
Serrano Maximo|Hungnong Seed.|Shamrock Seed Co.|hot serrano pepper, early maturing, glossy dark green fruit, cylindrical shape, 318 mm long fruit, suited for fresh and processing markets.|open pollinated serranos.|Mexico, southwest U.S.||
Shamrock (XPH829)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, blocky green to red bell with very concentrated fruit set.|Pip and California Wonder 300. 1981.||Tobacco Mosaic Virus.|
Sharina (XPH830)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large, glossy bell fruit, mid-maturity.|Keystone Resistant Giant types. 1981.||Tobacco Mosaic Virus.|
Signet (XPH830)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, green to yellow, long bell type.|Londor. 1981.|||
Sir Galahad (PS 223796)|John Bill.|Seminis Vegetable Seeds-Petoseed.|blocky bell with large fruit size.|Enterprise.|Florida.|bacterial leaf spot, potato virus Y, tobacco mosaic virus race, stip.|F1 hybrid.
Sirena||Rijk Zwaan.|long slender, white colored fruit, very vigorous plants, long jointed plant habit, excellent fruit setting in the winter, 200 mm long.|||tobacco mosaic virus race (0, 1 and 2). 1999.|F1 hybrid.
Sitaki||Rijk Zwaan.|medium jointed plant habit, high average fruit weight, good shelf life.||heated greenhouse production. 1999.|tobacco mosaic virus race (0, 1 and 2), russeting, blossom end rot.|F1 hybrid.
